C,dphi,tau,C_cl,dphi_cl,tau_cl,F_res,F_cap,B,S,zone,phi_lock_T_cl,C_hat_cl,theta_C_cl,pi_gate_ok_cl,phi_lock_ok_cl,G_phi,phase_type,inversion_flag,F_phi,C_phi_signed,R_combo_signed_raw,R_combo_signed_unit
0.11856367928153,1.2949494949494949,0.8561159420289856,0.11856367928153,1.2949494949494949,0.8561159420289856,0.0783847218554947,0.0783847218554947,0.1916,0.8085,fragmentiert,2.5683478260869568,0.0338510341329552,0.62,False,True,0.2723618517984401,interference,0,0.02134900799726819,0.03229222324515386,0.18006364281741707,0.010529470847145516
0.11856367928153,1.3095959595959596,0.8561159420289856,0.11856367928153,1.3095959595959596,0.8561159420289856,0.0775080705119508,0.0775080705119508,0.1884,0.8117,fragmentiert,2.5683478260869568,0.0320959200883908,0.62,False,True,0.2582403892334412,interference,0,0.02001571429773918,0.030617930686611197,0.16881826221175028,0.009871881644796163
0.11856367928153,1.3242424242424242,0.8561159420289856,0.11856367928153,1.3242424242424242,0.8561159420289856,0.0766508111508346,0.0766508111508346,0.1847,0.8154,fragmentiert,2.5683478260869568,0.0303339209845821,0.62,False,True,0.24406353020763888,interference,0,0.018707667562751742,0.028937070119856505,0.1577858217298598,0.009226744411041958
0.11856367928153,1.3388888888888888,0.8561159420289856,0.11856367928153,1.3388888888888888,0.8561159420289856,0.0758123073698561,0.0758123073698561,0.1812,0.8189,fragmentiert,2.5683478260869568,0.0285654147969286,0.62,False,True,0.22983431587124817,interference,0,0.017424269798971662,0.02725000211484853,0.14696127772483897,0.008593764211646114
0.11856367928153,1.3535353535353536,0.8561159420289856,0.11856367928153,1.3535353535353536,0.8561159420289856,0.0749919503124957,0.0749919503124957,0.1779,0.8222,fragmentiert,2.5683478260869568,0.0267907808966975,0.62,False,True,0.21555579860548854,interference,0,0.016164949738593126,0.025557088573135215,0.1363398119605363,0.00797265929357788
0.11856367928153,1.3681818181818182,0.8561159420289856,0.11856367928153,1.3681818181818182,0.8561159420289856,0.0741891571936096,0.0741891571936096,0.1748,0.8253,fragmentiert,2.5683478260869568,0.0250103999696429,0.62,False,True,0.2012310413678025,interference,0,0.014929161360269658,0.023858692650220434,0.12591681913666247,0.0073631603555259035
0.11856367928153,1.3828282828282827,0.8561159420289856,0.11856367928153,1.3828282828282827,0.8561159420289856,0.0734033699187321,0.0734033699187321,0.1713,0.8288,fragmentiert,2.5683478260869568,0.0232246539343428,0.62,False,True,0.18686311703480377,interference,0,0.013716382503873031,0.02215517867766148,0.11568789520527129,0.006765009864688258
0.11856367928153,1.397474747474747,0.8561159420289856,0.11856367928153,1.397474747474747,0.8561159420289856,0.0726340537902018,0.0726340537902018,0.1682,0.8319,fragmentiert,2.5683478260869568,0.0214339258602719,0.62,False,True,0.17245510774309986,interference,0,0.012526113572207362,0.02044691208491459,0.10564882642064491,0.006177961416449337
0.11856367928153,1.412121212121212,0.8561159420289856,0.11856367928153,1.412121212121212,0.8561159420289856,0.0718806962938084,0.0718806962938084,0.1653,0.8348,fragmentiert,2.5683478260869568,0.0196385998856273,0.62,False,True,0.1580101042281258,interference,0,0.011357876313374923,0.018734259320944635,0.0957955790694181,0.0056017791338346425
0.11856367928153,1.426767676767677,0.8561159420289856,0.11856367928153,1.426767676767677,0.8561159420289856,0.0711428059601729,0.0711428059601729,0.1622,0.8379,fragmentiert,2.5683478260869568,0.0178390611349254,0.62,False,True,0.14353120516113763,interference,0,0.010211212678008582,0.017017587775616606,0.08612428983215016,0.005036237103890356
